invoice,custID,prodID,amt,qty,discounted,SalesDate,Department
37473,36,20,242,48,0,3/18/2007 0:00,TPCW
43932,38,54,263,188,0,3/18/2007 0:00,TPCW
48012,27,14,347,30,0,3/18/2007 0:00,TPCW
48106,37,49,154,123,0,3/18/2007 0:00,TPCW
52347,6,18,272,82,0,3/18/2007 0:00,TPCW
53290,28,53,345,124,0,3/18/2007 0:00,TPCW
53573,9,94,142,43,0,3/18/2007 0:00,TPCW
53781,5,68,108,178,0,3/18/2007 0:00,TPCW
54231,29,86,149,130,0,3/18/2007 0:00,TPCW
477,25,61,266,21,0,3/17/2007 0:00,TPCW
7710,13,25,159,87,0,3/17/2007 0:00,TPCW
7710,13,38,269,189,0,3/17/2007 0:00,TPCW
8536,29,80,294,68,0,3/17/2007 0:00,TPCW
15086,8,49,123,54,0,3/17/2007 0:00,TPCW
16423,35,35,108,73,0,3/17/2007 0:00,TPCW
19794,7,45,340,100,0,3/17/2007 0:00,TPCW
19794,7,85,270,158,0,3/17/2007 0:00,TPCW
39248,21,85,177,41,0,3/17/2007 0:00,TPCW
44906,20,4,348,79,0,3/17/2007 0:00,TPCW
44906,20,83,317,94,0,3/17/2007 0:00,TPCW
48935,15,38,370,80,0,3/17/2007 0:00,TPCW
51444,1,17,372,89,0,3/17/2007 0:00,TPCW
54545,34,13,184,70,0,3/17/2007 0:00,TPCW
8945,10,93,249,97,0,3/16/2007 0:00,TPCW
10003,3,21,205,40,0,3/16/2007 0:00,TPCW
10103,18,62,289,149,0,3/16/2007 0:00,TPCW
14244,33,94,150,12,0,3/16/2007 0:00,TPCW
16495,27,19,130,150,0,3/16/2007 0:00,TPCW
17064,15,101,224,47,0,3/16/2007 0:00,TPCW
20110,35,17,280,104,0,3/16/2007 0:00,TPCW
27386,36,84,204,190,0,3/16/2007 0:00,TPCW
27545,30,43,377,41,0,3/16/2007 0:00,TPCW
28982,6,45,363,144,0,3/16/2007 0:00,TPCW
30672,34,58,381,16,0,3/16/2007 0:00,TPCW
30735,12,56,211,130,0,3/16/2007 0:00,TPCW
32387,19,5,273,143,0,3/16/2007 0:00,TPCW
36776,7,80,174,68,0,3/16/2007 0:00,TPCW
39675,16,84,151,126,0,3/16/2007 0:00,TPCW
41494,29,23,339,195,0,3/16/2007 0:00,TPCW
42399,26,42,132,188,0,3/16/2007 0:00,TPCW
43997,1,74,351,189,0,3/16/2007 0:00,TPCW
46515,13,2,353,139,0,3/16/2007 0:00,TPCW
46973,37,43,240,28,0,3/16/2007 0:00,TPCW
49365,17,72,200,136,0,3/16/2007 0:00,TPCW
50538,25,66,328,130,0,3/16/2007 0:00,TPCW
50936,28,9,183,24,0,3/16/2007 0:00,TPCW
51010,11,72,205,72,0,3/16/2007 0:00,TPCW
51427,31,64,204,149,0,3/16/2007 0:00,TPCW
4257,8,26,324,65,0,3/15/2007 0:00,TPCW
4769,13,22,277,168,0,3/15/2007 0:00,TPCW
7339,19,66,136,133,0,3/15/2007 0:00,TPCW
9040,40,13,390,16,0,3/15/2007 0:00,TPCW
10668,33,104,149,27,0,3/15/2007 0:00,TPCW
13988,7,24,362,174,0,3/15/2007 0:00,TPCW
13988,7,96,308,17,0,3/15/2007 0:00,TPCW
14332,22,32,365,36,0,3/15/2007 0:00,TPCW
18328,17,99,273,22,0,3/15/2007 0:00,TPCW
29784,35,8,192,177,0,3/15/2007 0:00,TPCW
30787,36,44,388,58,0,3/15/2007 0:00,TPCW
42545,1,59,109,72,0,3/15/2007 0:00,TPCW
45046,3,1,146,52,0,3/15/2007 0:00,TPCW
46130,38,20,235,114,0,3/15/2007 0:00,TPCW
48606,11,30,377,183,0,3/15/2007 0:00,TPCW
48758,29,64,175,47,0,3/15/2007 0:00,TPCW
48758,29,93,281,66,0,3/15/2007 0:00,TPCW
49376,15,56,198,38,0,3/15/2007 0:00,TPCW
50132,27,39,266,47,0,3/15/2007 0:00,TPCW
50132,27,69,236,151,0,3/15/2007 0:00,TPCW
954,8,14,173,84,0,3/14/2007 0:00,TPCW
3324,27,101,384,69,0,3/14/2007 0:00,TPCW
12413,25,80,180,191,0,3/14/2007 0:00,TPCW
16777,23,56,125,63,0,3/14/2007 0:00,TPCW
16777,23,63,166,65,0,3/14/2007 0:00,TPCW
17340,30,92,366,70,0,3/14/2007 0:00,TPCW
26727,11,71,375,74,0,3/14/2007 0:00,TPCW
30664,29,94,301,166,0,3/14/2007 0:00,TPCW
30722,1,2,398,73,0,3/14/2007 0:00,TPCW
33583,38,3,385,163,0,3/14/2007 0:00,TPCW
33694,7,3,226,140,0,3/14/2007 0:00,TPCW
36168,21,79,301,121,0,3/14/2007 0:00,TPCW
41885,17,4,380,32,0,3/14/2007 0:00,TPCW
49802,40,36,289,29,0,3/14/2007 0:00,TPCW
50501,14,57,118,175,0,3/14/2007 0:00,TPCW
51697,19,21,273,184,0,3/14/2007 0:00,TPCW
53221,20,81,246,173,0,3/14/2007 0:00,TPCW
54210,26,24,359,185,0,3/14/2007 0:00,TPCW
14,40,86,333,113,0,3/13/2007 0:00,TPCW
300,39,33,309,126,0,3/13/2007 0:00,TPCW
300,39,41,364,94,0,3/13/2007 0:00,TPCW
2251,2,75,178,190,0,3/13/2007 0:00,TPCW
2351,28,60,170,93,0,3/13/2007 0:00,TPCW
14443,26,101,153,73,0,3/13/2007 0:00,TPCW
19137,23,101,300,108,0,3/13/2007 0:00,TPCW
29816,35,83,267,61,0,3/13/2007 0:00,TPCW
29816,35,12,232,77,0,3/13/2007 0:00,TPCW
33413,37,104,273,98,0,3/13/2007 0:00,TPCW
35036,22,27,168,65,0,3/13/2007 0:00,TPCW
36634,38,24,362,41,0,3/13/2007 0:00,TPCW
37687,36,87,187,139,0,3/13/2007 0:00,TPCW
38833,17,71,267,74,0,3/13/2007 0:00,TPCW
40496,24,79,259,25,0,3/13/2007 0:00,TPCW
40501,27,7,159,44,0,3/13/2007 0:00,TPCW
44423,3,68,270,20,0,3/13/2007 0:00,TPCW
48545,33,12,117,121,0,3/13/2007 0:00,TPCW
50135,34,3,135,161,0,3/13/2007 0:00,TPCW
50825,31,102,187,122,0,3/13/2007 0:00,TPCW
51940,10,59,387,198,0,3/13/2007 0:00,TPCW
52493,4,50,266,163,0,3/13/2007 0:00,TPCW
52928,7,76,359,133,0,3/13/2007 0:00,TPCW
53041,21,31,355,150,0,3/13/2007 0:00,TPCW
53121,9,58,310,68,0,3/13/2007 0:00,TPCW
4702,21,17,106,169,0,3/12/2007 0:00,TPCW
5712,39,14,290,42,0,3/12/2007 0:00,TPCW
16853,27,25,130,88,0,3/12/2007 0:00,TPCW
19053,5,72,128,159,0,3/12/2007 0:00,TPCW
19935,29,11,235,176,0,3/12/2007 0:00,TPCW
21421,35,81,396,116,0,3/12/2007 0:00,TPCW
23940,13,26,372,91,0,3/12/2007 0:00,TPCW
23940,13,73,204,133,0,3/12/2007 0:00,TPCW
29831,6,22,251,164,0,3/12/2007 0:00,TPCW
31033,12,66,315,91,0,3/12/2007 0:00,TPCW
32022,19,100,395,128,0,3/12/2007 0:00,TPCW
34639,36,59,268,170,0,3/12/2007 0:00,TPCW
36980,11,81,367,16,0,3/12/2007 0:00,TPCW
38704,8,5,309,94,0,3/12/2007 0:00,TPCW
39784,25,41,183,185,0,3/12/2007 0:00,TPCW
40087,16,46,366,67,0,3/12/2007 0:00,TPCW
40087,16,16,193,130,0,3/12/2007 0:00,TPCW
46306,18,53,181,178,0,3/12/2007 0:00,TPCW
46341,20,14,262,183,0,3/12/2007 0:00,TPCW
47380,10,85,259,182,0,3/12/2007 0:00,TPCW
47399,7,95,157,21,0,3/12/2007 0:00,TPCW
50334,15,95,390,39,0,3/12/2007 0:00,TPCW
5521,4,12,337,60,0,3/11/2007 0:00,TPCW
8161,14,10,245,120,0,3/11/2007 0:00,TPCW
9176,27,20,318,21,0,3/11/2007 0:00,TPCW
14446,5,20,357,124,0,3/11/2007 0:00,TPCW
28996,23,98,326,64,0,3/11/2007 0:00,TPCW
29637,15,96,261,10,0,3/11/2007 0:00,TPCW
30426,36,82,314,75,0,3/11/2007 0:00,TPCW
30654,9,26,290,22,0,3/11/2007 0:00,TPCW
34785,3,27,367,121,0,3/11/2007 0:00,TPCW
41504,31,4,293,194,0,3/11/2007 0:00,TPCW
42247,40,74,232,94,0,3/11/2007 0:00,TPCW
47690,11,56,325,147,0,3/11/2007 0:00,TPCW
48733,32,32,272,67,0,3/11/2007 0:00,TPCW
49761,21,35,323,156,0,3/11/2007 0:00,TPCW
52854,8,94,174,74,0,3/11/2007 0:00,TPCW
10578,24,69,229,136,0,3/10/2007 0:00,TPCW
15315,12,66,327,115,0,3/10/2007 0:00,TPCW
18167,6,7,208,142,0,3/10/2007 0:00,TPCW
19299,3,98,278,199,0,3/10/2007 0:00,TPCW
21151,33,39,179,164,0,3/10/2007 0:00,TPCW
21151,33,16,100,96,0,3/10/2007 0:00,TPCW
23709,29,85,113,18,0,3/10/2007 0:00,TPCW
25853,1,56,135,167,0,3/10/2007 0:00,TPCW
35474,23,15,159,167,0,3/10/2007 0:00,TPCW
36051,38,90,360,199,0,3/10/2007 0:00,TPCW
39860,27,91,158,175,0,3/10/2007 0:00,TPCW
40527,28,23,112,63,0,3/10/2007 0:00,TPCW
44532,15,85,111,143,0,3/10/2007 0:00,TPCW
44777,18,68,387,167,0,3/10/2007 0:00,TPCW
51488,34,28,208,62,0,3/10/2007 0:00,TPCW
52341,39,70,100,36,0,3/10/2007 0:00,TPCW
53725,37,57,176,35,0,3/10/2007 0:00,TPCW
54248,8,32,251,68,0,3/10/2007 0:00,TPCW
5618,12,84,151,25,0,3/9/2007 0:00,TPCW
8769,34,18,210,37,0,3/9/2007 0:00,TPCW
8769,34,13,106,17,0,3/9/2007 0:00,TPCW
10651,8,93,301,87,0,3/9/2007 0:00,TPCW
11231,1,71,269,200,0,3/9/2007 0:00,TPCW
11455,16,15,168,130,0,3/9/2007 0:00,TPCW
12163,40,11,325,199,0,3/9/2007 0:00,TPCW
19278,9,44,301,19,0,3/9/2007 0:00,TPCW
21543,20,47,384,165,0,3/9/2007 0:00,TPCW
24537,33,16,301,98,0,3/9/2007 0:00,TPCW
25059,24,41,303,163,0,3/9/2007 0:00,TPCW
25059,24,28,376,60,0,3/9/2007 0:00,TPCW
25205,37,20,147,135,0,3/9/2007 0:00,TPCW
26472,35,71,280,130,0,3/9/2007 0:00,TPCW
27322,4,77,170,160,0,3/9/2007 0:00,TPCW
28928,11,60,135,100,0,3/9/2007 0:00,TPCW
28928,11,93,394,91,0,3/9/2007 0:00,TPCW
29080,28,86,323,138,0,3/9/2007 0:00,TPCW
29299,2,105,370,117,0,3/9/2007 0:00,TPCW
39950,31,33,300,116,0,3/9/2007 0:00,TPCW
45499,26,20,370,72,0,3/9/2007 0:00,TPCW
47098,29,54,174,157,0,3/9/2007 0:00,TPCW
47098,29,23,216,80,0,3/9/2007 0:00,TPCW
47536,21,62,272,84,0,3/9/2007 0:00,TPCW
49243,36,100,397,127,0,3/9/2007 0:00,TPCW
50023,22,23,358,107,0,3/9/2007 0:00,TPCW
52918,23,51,119,127,0,3/9/2007 0:00,TPCW
54536,5,89,149,184,0,3/9/2007 0:00,TPCW
9021,18,22,270,75,0,3/8/2007 0:00,TPCW
13335,14,56,316,34,0,3/8/2007 0:00,TPCW
13411,26,95,109,181,0,3/8/2007 0:00,TPCW
13411,26,49,285,81,0,3/8/2007 0:00,TPCW
13711,25,1,380,192,0,3/8/2007 0:00,TPCW
16201,6,1,370,72,0,3/8/2007 0:00,TPCW
16201,6,14,371,70,0,3/8/2007 0:00,TPCW
17475,31,81,302,82,0,3/8/2007 0:00,TPCW
17475,31,3,376,63,0,3/8/2007 0:00,TPCW
28312,3,34,388,188,0,3/8/2007 0:00,TPCW
30363,29,97,155,45,0,3/8/2007 0:00,TPCW
38983,30,97,330,86,0,3/8/2007 0:00,TPCW
44165,33,18,254,193,0,3/8/2007 0:00,TPCW
47402,22,32,130,50,0,3/8/2007 0:00,TPCW
48190,28,101,260,192,0,3/8/2007 0:00,TPCW
53449,20,36,284,61,0,3/8/2007 0:00,TPCW
54798,21,6,345,39,0,3/8/2007 0:00,TPCW
54861,39,60,243,140,0,3/8/2007 0:00,TPCW
6890,14,47,322,21,0,3/7/2007 0:00,TPCW
7955,15,68,195,68,0,3/7/2007 0:00,TPCW
14563,17,76,246,106,0,3/7/2007 0:00,TPCW
14967,26,33,355,175,0,3/7/2007 0:00,TPCW
14967,26,34,220,176,0,3/7/2007 0:00,TPCW
16300,22,8,368,18,0,3/7/2007 0:00,TPCW
18226,25,57,193,195,0,3/7/2007 0:00,TPCW
18226,25,2,228,147,0,3/7/2007 0:00,TPCW
19966,34,71,284,139,0,3/7/2007 0:00,TPCW
20496,31,63,198,86,0,3/7/2007 0:00,TPCW
25452,20,100,105,140,0,3/7/2007 0:00,TPCW
27974,40,77,137,182,0,3/7/2007 0:00,TPCW
27974,40,101,241,195,0,3/7/2007 0:00,TPCW
31226,35,89,380,75,0,3/7/2007 0:00,TPCW
38403,23,93,153,60,0,3/7/2007 0:00,TPCW
40894,3,30,229,43,0,3/7/2007 0:00,TPCW
51599,7,46,303,161,0,3/7/2007 0:00,TPCW
52544,8,19,388,152,0,3/7/2007 0:00,TPCW
944,15,91,317,23,0,3/6/2007 0:00,TPCW
3233,36,70,216,61,0,3/6/2007 0:00,TPCW
5480,11,23,177,175,0,3/6/2007 0:00,TPCW
6553,4,102,337,177,0,3/6/2007 0:00,TPCW
7289,7,37,103,92,0,3/6/2007 0:00,TPCW
9607,16,58,312,78,0,3/6/2007 0:00,TPCW
12188,38,11,352,191,0,3/6/2007 0:00,TPCW
13188,31,3,171,42,0,3/6/2007 0:00,TPCW
16133,27,36,384,56,0,3/6/2007 0:00,TPCW
16211,12,101,167,47,0,3/6/2007 0:00,TPCW
16437,21,64,263,93,0,3/6/2007 0:00,TPCW
18345,37,85,324,34,0,3/6/2007 0:00,TPCW
18345,37,87,214,81,0,3/6/2007 0:00,TPCW
18660,9,66,390,147,0,3/6/2007 0:00,TPCW
20405,39,2,316,45,0,3/6/2007 0:00,TPCW
22216,28,37,391,34,0,3/6/2007 0:00,TPCW
22992,33,82,150,177,0,3/6/2007 0:00,TPCW
26588,1,79,316,100,0,3/6/2007 0:00,TPCW
35337,30,45,164,23,0,3/6/2007 0:00,TPCW
37969,8,26,317,92,0,3/6/2007 0:00,TPCW
42949,40,66,154,53,0,3/6/2007 0:00,TPCW
51167,23,19,199,76,0,3/6/2007 0:00,TPCW
52223,17,92,199,111,0,3/6/2007 0:00,TPCW
52616,20,94,322,52,0,3/6/2007 0:00,TPCW
6463,39,37,287,29,0,3/5/2007 0:00,TPCW
6680,36,95,366,95,0,3/5/2007 0:00,TPCW
10178,19,96,358,182,0,3/5/2007 0:00,TPCW
12396,18,90,339,113,0,3/5/2007 0:00,TPCW
15115,29,67,205,86,0,3/5/2007 0:00,TPCW
15801,21,36,118,51,0,3/5/2007 0:00,TPCW
15976,8,69,228,70,0,3/5/2007 0:00,TPCW
16617,9,13,184,154,0,3/5/2007 0:00,TPCW
18686,32,22,232,13,0,3/5/2007 0:00,TPCW
20773,26,8,361,35,0,3/5/2007 0:00,TPCW
24749,13,9,310,180,0,3/5/2007 0:00,TPCW
33712,6,20,158,50,0,3/5/2007 0:00,TPCW
34263,38,37,222,151,0,3/5/2007 0:00,TPCW
42731,28,83,385,199,0,3/5/2007 0:00,TPCW
43650,35,68,291,109,0,3/5/2007 0:00,TPCW
45431,10,81,191,146,0,3/5/2007 0:00,TPCW
47343,23,26,397,46,0,3/5/2007 0:00,TPCW
47343,23,65,108,136,0,3/5/2007 0:00,TPCW
47792,33,19,356,160,0,3/5/2007 0:00,TPCW
48167,4,19,250,21,0,3/5/2007 0:00,TPCW
48167,4,39,395,14,0,3/5/2007 0:00,TPCW
49385,30,50,158,80,0,3/5/2007 0:00,TPCW
52601,12,23,285,23,0,3/5/2007 0:00,TPCW
2279,24,39,129,21,0,3/4/2007 0:00,TPCW
4197,4,7,180,153,0,3/4/2007 0:00,TPCW
17528,1,3,174,14,0,3/4/2007 0:00,TPCW
20564,34,39,197,153,0,3/4/2007 0:00,TPCW
23529,39,32,178,46,0,3/4/2007 0:00,TPCW
24375,35,37,275,129,0,3/4/2007 0:00,TPCW
26703,33,73,126,198,0,3/4/2007 0:00,TPCW
29518,30,13,218,151,0,3/4/2007 0:00,TPCW
32056,16,30,359,65,0,3/4/2007 0:00,TPCW
35447,9,100,364,195,0,3/4/2007 0:00,TPCW
37399,7,34,311,160,0,3/4/2007 0:00,TPCW
37865,14,30,236,13,0,3/4/2007 0:00,TPCW
39264,20,57,157,165,0,3/4/2007 0:00,TPCW
44897,19,78,100,96,0,3/4/2007 0:00,TPCW
49388,38,17,390,198,0,3/4/2007 0:00,TPCW
49843,2,25,115,90,0,3/4/2007 0:00,TPCW
52001,23,28,318,18,0,3/4/2007 0:00,TPCW
53273,27,97,193,155,0,3/4/2007 0:00,TPCW
4979,11,81,259,196,0,3/3/2007 0:00,TPCW
6088,27,72,240,38,0,3/3/2007 0:00,TPCW
11064,17,80,110,47,0,3/3/2007 0:00,TPCW
13349,32,91,316,30,0,3/3/2007 0:00,TPCW
20348,12,64,181,18,0,3/3/2007 0:00,TPCW
24871,6,14,239,28,0,3/3/2007 0:00,TPCW
26009,1,23,309,187,0,3/3/2007 0:00,TPCW
26547,23,73,353,76,0,3/3/2007 0:00,TPCW
27795,10,62,106,133,0,3/3/2007 0:00,TPCW
29818,19,4,128,47,0,3/3/2007 0:00,TPCW
30474,39,91,230,44,0,3/3/2007 0:00,TPCW
32281,40,53,237,38,0,3/3/2007 0:00,TPCW
35686,37,5,264,112,0,3/3/2007 0:00,TPCW
39773,9,98,290,109,0,3/3/2007 0:00,TPCW
51375,4,73,171,158,0,3/3/2007 0:00,TPCW
52167,8,71,372,61,0,3/3/2007 0:00,TPCW
7097,19,61,199,145,0,3/2/2007 0:00,TPCW
7227,21,76,297,58,0,3/2/2007 0:00,TPCW
7227,21,67,217,69,0,3/2/2007 0:00,TPCW
9848,2,34,139,15,0,3/2/2007 0:00,TPCW
9884,38,6,125,188,0,3/2/2007 0:00,TPCW
11969,3,86,184,174,0,3/2/2007 0:00,TPCW
12810,30,18,177,143,0,3/2/2007 0:00,TPCW
12810,30,29,365,179,0,3/2/2007 0:00,TPCW
13058,40,79,365,105,0,3/2/2007 0:00,TPCW
21757,7,4,358,119,0,3/2/2007 0:00,TPCW
25587,5,86,278,160,0,3/2/2007 0:00,TPCW
25921,1,59,116,49,0,3/2/2007 0:00,TPCW
28024,10,71,260,197,0,3/2/2007 0:00,TPCW
28207,12,3,138,104,0,3/2/2007 0:00,TPCW
29992,34,27,383,10,0,3/2/2007 0:00,TPCW
30948,39,100,198,12,0,3/2/2007 0:00,TPCW
30948,39,56,179,168,0,3/2/2007 0:00,TPCW
31000,8,102,132,29,0,3/2/2007 0:00,TPCW
37160,32,43,291,170,0,3/2/2007 0:00,TPCW
37160,32,14,108,171,0,3/2/2007 0:00,TPCW
44612,33,5,213,94,0,3/2/2007 0:00,TPCW
47434,37,73,228,23,0,3/2/2007 0:00,TPCW
49316,13,96,155,44,0,3/2/2007 0:00,TPCW
51887,17,43,276,13,0,3/2/2007 0:00,TPCW
52525,9,43,248,60,0,3/2/2007 0:00,TPCW
55397,18,47,385,130,0,3/2/2007 0:00,TPCW
2265,13,93,368,75,0,3/1/2007 0:00,TPCW
2763,28,66,263,197,0,3/1/2007 0:00,TPCW
3822,8,98,231,77,0,3/1/2007 0:00,TPCW
6275,16,12,144,131,0,3/1/2007 0:00,TPCW
13400,21,79,267,116,0,3/1/2007 0:00,TPCW
13767,32,88,296,200,0,3/1/2007 0:00,TPCW
17352,31,97,333,78,0,3/1/2007 0:00,TPCW
19978,7,9,329,51,0,3/1/2007 0:00,TPCW
24106,40,19,123,179,0,3/1/2007 0:00,TPCW
27730,14,74,251,12,0,3/1/2007 0:00,TPCW
28424,1,84,158,170,0,3/1/2007 0:00,TPCW
30781,10,74,167,194,0,3/1/2007 0:00,TPCW
34619,38,44,275,44,0,3/1/2007 0:00,TPCW
38456,27,9,284,83,0,3/1/2007 0:00,TPCW
38456,27,52,126,65,0,3/1/2007 0:00,TPCW
40665,5,96,378,155,0,3/1/2007 0:00,TPCW
47250,6,12,257,132,0,3/1/2007 0:00,TPCW
48749,9,29,150,38,0,3/1/2007 0:00,TPCW
48749,9,90,368,46,0,3/1/2007 0:00,TPCW
51865,36,94,356,88,0,3/1/2007 0:00,TPCW
280,3,68,116,172,0,2/28/2007 0:00,TPCW
2600,18,34,348,62,0,2/28/2007 0:00,TPCW
6872,16,64,373,60,0,2/28/2007 0:00,TPCW
7095,12,48,318,21,0,2/28/2007 0:00,TPCW
8351,37,52,236,13,0,2/28/2007 0:00,TPCW
9087,14,64,381,179,0,2/28/2007 0:00,TPCW
12399,28,51,128,28,0,2/28/2007 0:00,TPCW
15971,1,71,385,159,0,2/28/2007 0:00,TPCW
15971,1,86,334,138,0,2/28/2007 0:00,TPCW
17396,6,76,198,36,0,2/28/2007 0:00,TPCW
22885,39,49,172,158,0,2/28/2007 0:00,TPCW
32970,24,85,277,106,0,2/28/2007 0:00,TPCW
36903,11,77,139,83,0,2/28/2007 0:00,TPCW
39805,32,64,199,32,0,2/28/2007 0:00,TPCW
40019,29,56,250,65,0,2/28/2007 0:00,TPCW
40676,30,84,188,15,0,2/28/2007 0:00,TPCW
44551,23,27,259,168,0,2/28/2007 0:00,TPCW
48652,27,23,193,118,0,2/28/2007 0:00,TPCW
48652,27,99,361,69,0,2/28/2007 0:00,TPCW
50237,2,95,384,103,0,2/28/2007 0:00,TPCW
2139,34,105,323,145,0,2/27/2007 0:00,TPCW
4774,6,54,138,25,0,2/27/2007 0:00,TPCW
4774,6,15,382,134,0,2/27/2007 0:00,TPCW
5349,16,41,169,16,0,2/27/2007 0:00,TPCW
9457,38,29,260,147,0,2/27/2007 0:00,TPCW
13503,27,25,348,122,0,2/27/2007 0:00,TPCW
13503,27,34,184,30,0,2/27/2007 0:00,TPCW
18795,33,78,354,48,0,2/27/2007 0:00,TPCW
23172,8,14,194,115,0,2/27/2007 0:00,TPCW
23769,14,20,202,186,0,2/27/2007 0:00,TPCW
26226,2,5,356,66,0,2/27/2007 0:00,TPCW
37444,21,85,322,45,0,2/27/2007 0:00,TPCW
38785,36,6,205,130,0,2/27/2007 0:00,TPCW
39235,4,14,286,166,0,2/27/2007 0:00,TPCW
46743,23,21,220,179,0,2/27/2007 0:00,TPCW
49852,15,95,287,125,0,2/27/2007 0:00,TPCW
50177,5,3,371,113,0,2/27/2007 0:00,TPCW
50910,3,74,320,178,0,2/27/2007 0:00,TPCW
52986,17,10,180,62,0,2/27/2007 0:00,TPCW
54664,24,27,157,135,0,2/27/2007 0:00,TPCW
55016,28,38,209,47,0,2/27/2007 0:00,TPCW
55263,13,30,293,166,0,2/27/2007 0:00,TPCW
1853,14,84,216,157,0,2/26/2007 0:00,TPCW
4106,13,41,191,73,0,2/26/2007 0:00,TPCW
4559,21,70,275,81,0,2/26/2007 0:00,TPCW
20064,6,30,266,172,0,2/26/2007 0:00,TPCW
21393,29,8,120,161,0,2/26/2007 0:00,TPCW
29107,38,61,213,43,0,2/26/2007 0:00,TPCW
29207,25,95,249,155,0,2/26/2007 0:00,TPCW
31060,15,103,233,14,0,2/26/2007 0:00,TPCW
33054,27,54,359,70,0,2/26/2007 0:00,TPCW
36361,16,83,171,95,0,2/26/2007 0:00,TPCW
47905,22,25,205,96,0,2/26/2007 0:00,TPCW
47978,7,82,201,18,0,2/26/2007 0:00,TPCW
49139,8,66,244,158,0,2/26/2007 0:00,TPCW
49139,8,24,101,29,0,2/26/2007 0:00,TPCW
49397,2,17,262,63,0,2/26/2007 0:00,TPCW
5345,18,13,287,30,0,2/25/2007 0:00,TPCW
5476,6,61,270,88,0,2/25/2007 0:00,TPCW
7590,26,16,196,185,0,2/25/2007 0:00,TPCW
7842,17,35,355,197,0,2/25/2007 0:00,TPCW
11518,3,102,221,134,0,2/25/2007 0:00,TPCW
11612,13,17,144,16,0,2/25/2007 0:00,TPCW
11612,13,15,234,82,0,2/25/2007 0:00,TPCW
13405,25,16,378,185,0,2/25/2007 0:00,TPCW
13405,25,87,347,198,0,2/25/2007 0:00,TPCW
16994,30,101,359,146,0,2/25/2007 0:00,TPCW
17231,33,69,274,191,0,2/25/2007 0:00,TPCW
19190,23,1,347,101,0,2/25/2007 0:00,TPCW
19190,23,38,291,30,0,2/25/2007 0:00,TPCW
27733,10,55,343,153,0,2/25/2007 0:00,TPCW
31363,7,53,222,170,0,2/25/2007 0:00,TPCW
35276,28,10,271,186,0,2/25/2007 0:00,TPCW
35373,16,67,302,199,0,2/25/2007 0:00,TPCW
37679,19,21,337,192,0,2/25/2007 0:00,TPCW
41147,11,73,223,96,0,2/25/2007 0:00,TPCW
45259,27,101,202,76,0,2/25/2007 0:00,TPCW
48214,4,37,238,166,0,2/25/2007 0:00,TPCW
48263,9,27,273,181,0,2/25/2007 0:00,TPCW
49666,5,92,260,30,0,2/25/2007 0:00,TPCW
49666,5,6,131,159,0,2/25/2007 0:00,TPCW
52303,36,44,130,24,0,2/25/2007 0:00,TPCW
386,8,38,177,47,0,2/24/2007 0:00,TPCW
386,8,28,172,126,0,2/24/2007 0:00,TPCW
6672,32,31,376,135,0,2/24/2007 0:00,TPCW
8344,20,86,220,187,0,2/24/2007 0:00,TPCW
9432,40,3,294,136,0,2/24/2007 0:00,TPCW
11748,5,20,141,92,0,2/24/2007 0:00,TPCW
12393,15,89,157,148,0,2/24/2007 0:00,TPCW
20016,38,56,117,37,0,2/24/2007 0:00,TPCW
20016,38,61,225,80,0,2/24/2007 0:00,TPCW
20016,38,80,206,94,0,2/24/2007 0:00,TPCW
24355,30,77,360,29,0,2/24/2007 0:00,TPCW
24582,11,86,119,78,0,2/24/2007 0:00,TPCW
24937,18,4,395,187,0,2/24/2007 0:00,TPCW
27664,36,53,328,87,0,2/24/2007 0:00,TPCW
27664,36,64,123,81,0,2/24/2007 0:00,TPCW
31442,13,8,337,14,0,2/24/2007 0:00,TPCW
33620,3,53,221,126,0,2/24/2007 0:00,TPCW
37346,14,97,296,105,0,2/24/2007 0:00,TPCW
37754,19,102,162,143,0,2/24/2007 0:00,TPCW
38352,37,11,126,128,0,2/24/2007 0:00,TPCW
41749,29,20,233,61,0,2/24/2007 0:00,TPCW
47387,28,80,169,55,0,2/24/2007 0:00,TPCW
54632,7,48,241,20,0,2/24/2007 0:00,TPCW
2676,22,103,371,88,0,2/23/2007 0:00,TPCW
4436,2,69,291,97,0,2/23/2007 0:00,TPCW
6438,17,74,137,192,0,2/23/2007 0:00,TPCW
7920,1,25,212,65,0,2/23/2007 0:00,TPCW
10882,29,91,351,44,0,2/23/2007 0:00,TPCW
12284,16,50,154,67,0,2/23/2007 0:00,TPCW
14903,12,40,195,92,0,2/23/2007 0:00,TPCW
16474,20,72,352,180,0,2/23/2007 0:00,TPCW
20407,15,66,351,149,0,2/23/2007 0:00,TPCW
26657,40,70,255,12,0,2/23/2007 0:00,TPCW
26957,8,4,227,110,0,2/23/2007 0:00,TPCW
26957,8,92,194,199,0,2/23/2007 0:00,TPCW
27426,34,2,234,44,0,2/23/2007 0:00,TPCW
37122,24,77,212,70,0,2/23/2007 0:00,TPCW
39131,33,97,328,102,0,2/23/2007 0:00,TPCW
43706,27,26,114,70,0,2/23/2007 0:00,TPCW
51946,4,77,375,57,0,2/23/2007 0:00,TPCW
54391,32,97,146,130,0,2/23/2007 0:00,TPCW
54775,21,103,268,154,0,2/23/2007 0:00,TPCW
4312,32,68,104,20,0,2/22/2007 0:00,TPCW
